model,subject,idx,gold,pred,correct,raw,gen_tps,prompt_tps,prompt_tokens,total_ms,error
qwen2.5:1.5b-instruct-fp16,college_mathematics,28,A,A,1,A,25.503047614189892,76.38941337677892,177,3061.406373977661,
qwen2.5:1.5b-instruct-fp16,college_mathematics,29,B,D,0,D,22.297041182635063,96.2562939999137,116,1765.622615814209,
qwen2.5:1.5b-instruct-fp16,college_mathematics,30,C,D,0,D,19.86827334770472,84.33395207063639,195,2894.93989944458,
qwen2.5:1.5b-instruct-fp16,college_mathematics,31,B,B,1,B,25.57577462627399,76.41953630709538,176,2859.01141166687,
qwen2.5:1.5b-instruct-fp16,college_mathematics,32,B,B,1,B,23.566286071146617,73.99134562402124,170,3126.599073410034,
qwen2.5:1.5b-instruct-fp16,college_mathematics,33,C,C,1,C,25.562372188139058,95.36617377979789,118,1783.1664085388184,
qwen2.5:1.5b-instruct-fp16,college_mathematics,34,D,C,0,C,25.60360498758225,80.53662370662275,187,3038.2819175720215,
qwen2.5:1.5b-instruct-fp16,college_mathematics,35,D,B,0,B,25.34854245880862,56.32094571373465,245,5131.2971115112305,
qwen2.5:1.5b-instruct-fp16,college_mathematics,36,A,A,1,A,25.611473940325265,62.075432656960594,141,2803.3459186553955,
qwen2.5:1.5b-instruct-fp16,college_mathematics,37,A,A,1,A,21.871309216569703,66.85281942061465,155,3023.818254470825,
qwen2.5:1.5b-instruct-fp16,college_mathematics,38,A,B,0,B,25.08717794335315,78.87461866492424,183,3347.1357822418213,
qwen2.5:1.5b-instruct-fp16,college_mathematics,39,C,C,1,C,25.371373479303305,92.00333728344813,117,1836.5635871887207,
qwen2.5:1.5b-instruct-fp16,college_mathematics,40,B,A,0,A,25.232135647961243,104.19468413260348,129,1757.67183303833,
qwen2.5:1.5b-instruct-fp16,college_mathematics,41,D,D,1,D,25.3613999492772,95.18595086831614,121,1900.672435760498,
qwen2.5:1.5b-instruct-fp16,college_mathematics,42,D,A,0,A,25.550942190993293,65.41266232152155,150,2811.8371963500977,
qwen2.5:1.5b-instruct-fp16,college_mathematics,43,A,A,1,A,24.907530791934942,72.94237378798431,168,3153.456926345825,
qwen2.5:1.5b-instruct-fp16,college_mathematics,44,D,C,0,C,25.47446185199338,91.18213274215596,115,1786.3154411315918,
qwen2.5:1.5b-instruct-fp16,college_mathematics,45,A,B,0,B,25.593120569191004,66.80966589857672,151,2777.5890827178955,
qwen2.5:1.5b-instruct-fp16,college_mathematics,46,B,C,0,C,21.944743136781586,62.129665916186646,143,2875.0224113464355,
qwen2.5:1.5b-instruct-fp16,college_mathematics,47,B,B,1,B,25.22481617415213,101.45641070813429,129,2172.0895767211914,
qwen2.5:1.5b-instruct-fp16,college_mathematics,48,C,C,1,C,22.46635663094516,71.32223645785244,165,2919.837713241577,
qwen2.5:1.5b-instruct-fp16,college_mathematics,49,D,B,0,B,25.40295436359249,75.92974892852277,175,2843.188762664795,
qwen2.5:1.5b-instruct-fp16,college_mathematics,50,A,C,0,C,23.560178586153683,101.27821205875108,125,1775.4766941070557,
qwen2.5:1.5b-instruct-fp16,college_mathematics,51,B,C,0,C,25.43105640608311,90.55660023749452,115,2155.2579402923584,
qwen2.5:1.5b-instruct-fp16,college_mathematics,52,C,C,1,C,10.317894324126332,69.65550503327152,158,2904.6714305877686,
qwen2.5:1.5b-instruct-fp16,college_mathematics,53,C,C,1,C,14.764833120473657,99.87198947380936,126,1949.4214057922363,
qwen2.5:1.5b-instruct-fp16,college_mathematics,54,A,C,0,C,24.731049833065413,93.69823767907876,118,1888.6778354644775,
qwen2.5:1.5b-instruct-fp16,college_mathematics,55,D,D,1,D,25.5656397801355,64.83058332731439,149,2834.812641143799,
qwen2.5:1.5b-instruct-fp16,college_mathematics,56,B,A,0,A,25.43008633514311,72.15802344742173,165,2813.6472702026367,
qwen2.5:1.5b-instruct-fp16,college_mathematics,57,D,D,1,D,25.54865741805268,60.00493083996902,138,2993.7808513641357,
qwen2.5:1.5b-instruct-fp16,college_mathematics,58,C,B,0,B,24.71821237888076,69.20654693934046,160,3009.018659591675,
qwen2.5:1.5b-instruct-fp16,college_mathematics,59,A,A,1,A,24.46094199087607,61.646071669201966,142,3013.2265090942383,
qwen2.5:1.5b-instruct-fp16,college_mathematics,60,B,A,0,A,25.297882567229124,89.2458723784025,113,1988.5375499725342,
qwen2.5:1.5b-instruct-fp16,college_mathematics,61,A,C,0,C,25.54702568753433,47.54679224532491,207,5040.764808654785,
qwen2.5:1.5b-instruct-fp16,college_mathematics,62,A,A,1,A,25.406826814365022,72.81613362800752,168,3061.039686203003,
qwen2.5:1.5b-instruct-fp16,college_mathematics,63,D,C,0,C,25.612129904722874,61.78509317148539,142,3121.9427585601807,
qwen2.5:1.5b-instruct-fp16,college_mathematics,64,B,D,0,D,25.34822118857809,94.66900237481643,117,1765.6192779541016,
qwen2.5:1.5b-instruct-fp16,college_mathematics,65,D,A,0,A,23.765388088787493,65.50112262851233,151,3000.8468627929688,
qwen2.5:1.5b-instruct-fp16,college_mathematics,66,C,C,1,C,25.108594671956208,62.16229139769521,143,2994.7476387023926,
qwen2.5:1.5b-instruct-fp16,college_mathematics,67,D,D,1,D,25.38071065989848,76.06321025643243,176,2994.058609008789,
qwen2.5:1.5b-instruct-fp16,college_mathematics,68,A,C,0,C,25.24678734631018,106.67930084268805,136,1959.3780040740967,
qwen2.5:1.5b-instruct-fp16,college_mathematics,69,A,D,0,D,24.880263730795548,94.62767165459638,120,1892.4355506896973,
qwen2.5:1.5b-instruct-fp16,college_mathematics,70,D,C,0,C,14.138872000791777,51.722999324368324,224,4912.478685379028,
qwen2.5:1.5b-instruct-fp16,college_mathematics,71,D,C,0,C,24.93765586034913,52.91447669071488,231,5265.04373550415,
qwen2.5:1.5b-instruct-fp16,college_mathematics,72,D,B,0,B,24.997812691389505,102.19354514124721,130,2008.2828998565674,
qwen2.5:1.5b-instruct-fp16,college_mathematics,73,D,A,0,A,24.583615020588777,81.70489739154965,190,3049.3595600128174,
qwen2.5:1.5b-instruct-fp16,college_mathematics,74,C,A,0,A,25.499145778616416,65.93785097264838,152,3089.932441711426,
qwen2.5:1.5b-instruct-fp16,college_mathematics,75,D,C,0,C,25.524529072438614,73.98350386749861,169,2804.462671279907,
qwen2.5:1.5b-instruct-fp16,college_mathematics,76,D,B,0,B,25.48712263129054,65.11015770548332,150,2965.291738510132,
qwen2.5:1.5b-instruct-fp16,college_mathematics,77,C,C,1,C,12.060689389005475,60.093702311589794,137,3021.827459335327,
qwen2.5:1.5b-instruct-fp16,college_mathematics,78,B,C,0,C,19.76558021860732,61.52282718193584,139,2872.7920055389404,
qwen2.5:1.5b-instruct-fp16,college_mathematics,79,B,B,1,B,25.42556031578546,62.83125488414832,144,2815.5739307403564,
qwen2.5:1.5b-instruct-fp16,college_mathematics,80,C,B,0,B,25.557145777959516,106.0594193817878,130,1749.5882511138916,
qwen2.5:1.5b-instruct-fp16,college_mathematics,81,B,C,0,C,25.46764971794578,63.97615734827096,147,2877.8648376464844,
qwen2.5:1.5b-instruct-fp16,college_mathematics,82,B,A,0,A,25.442055718102022,88.14314446661378,110,1771.2366580963135,
qwen2.5:1.5b-instruct-fp16,college_mathematics,83,C,C,1,C,25.127206482819272,104.04256201288719,133,2009.8509788513184,
qwen2.5:1.5b-instruct-fp16,college_mathematics,84,C,C,1,C,25.416190113102047,69.65406158889999,161,3061.554431915283,
qwen2.5:1.5b-instruct-fp16,college_mathematics,85,B,B,1,B,25.532675441396126,66.5731451764493,153,3136.019706726074,
qwen2.5:1.5b-instruct-fp16,college_mathematics,86,A,A,1,A,25.463758705422507,83.94151266932712,194,2838.9031887054443,
qwen2.5:1.5b-instruct-fp16,college_mathematics,87,C,C,1,C,25.05417966352237,91.63093586782395,116,2049.772024154663,
qwen2.5:1.5b-instruct-fp16,college_mathematics,88,C,C,1,C,25.549310168625446,66.49612366714386,153,3151.113986968994,
qwen2.5:1.5b-instruct-fp16,college_mathematics,89,C,A,0,A,25.506950644050505,102.99583183791309,130,1786.7681980133057,
qwen2.5:1.5b-instruct-fp16,college_mathematics,90,B,C,0,C,25.482900973446817,67.65248479770605,156,3053.4777641296387,
qwen2.5:1.5b-instruct-fp16,college_mathematics,91,C,D,0,D,5.141004912230193,68.21685486407901,157,3447.9453563690186,
qwen2.5:1.5b-instruct-fp16,college_mathematics,92,C,B,0,B,25.33152635112029,65.62991814199076,150,2862.834692001343,
qwen2.5:1.5b-instruct-fp16,college_mathematics,93,B,A,0,A,24.638734554593277,69.96791409667752,162,2955.883026123047,
qwen2.5:1.5b-instruct-fp16,college_mathematics,94,D,D,1,D,25.549636556419983,83.32724912149271,105,1859.0359687805176,
qwen2.5:1.5b-instruct-fp16,college_mathematics,95,D,C,0,C,25.57446645269363,105.30825401308216,132,1775.2163410186768,
qwen2.5:1.5b-instruct-fp16,college_mathematics,96,C,A,0,A,25.09567726959031,66.68704807616527,154,3033.188819885254,
qwen2.5:1.5b-instruct-fp16,college_mathematics,97,C,C,1,C,25.38135485672225,67.76206653453065,156,3068.129301071167,
qwen2.5:1.5b-instruct-fp16,college_mathematics,98,D,C,0,C,25.345330122924853,66.89604970024409,152,2796.44775390625,
qwen2.5:1.5b-instruct-fp16,college_mathematics,99,A,B,0,B,12.612805781710172,72.5202916524396,168,3044.4140434265137,
qwen2.5:1.5b-instruct-fp16,formal_logic,0,D,D,1,D,25.239777889954567,61.583306818298446,276,5474.95174407959,
qwen2.5:1.5b-instruct-fp16,formal_logic,1,A,A,1,A,24.053784261608957,98.00316589427105,125,1932.4462413787842,
qwen2.5:1.5b-instruct-fp16,formal_logic,2,C,A,0,A,25.602621708462944,79.5015941365846,184,2901.984453201294,
qwen2.5:1.5b-instruct-fp16,formal_logic,3,A,B,0,B,25.24997475002525,80.18693525100028,185,2838.3991718292236,
qwen2.5:1.5b-instruct-fp16,formal_logic,4,B,A,0,A,21.60340469658018,51.54020066624913,224,4889.132738113403,
qwen2.5:1.5b-instruct-fp16,formal_logic,5,D,D,1,D,25.27518356102061,138.30519556040323,176,2274.8401165008545,
qwen2.5:1.5b-instruct-fp16,formal_logic,6,D,B,0,B,25.57315841292979,84.4391729511141,193,2820.056676864624,
qwen2.5:1.5b-instruct-fp16,formal_logic,7,B,B,1,B,4.242312399642797,64.31768066966873,148,3510.8296871185303,
qwen2.5:1.5b-instruct-fp16,formal_logic,8,D,C,0,C,25.22545248155389,66.17448835795335,149,2786.2188816070557,
qwen2.5:1.5b-instruct-fp16,formal_logic,9,D,D,1,D,25.389410077056862,98.57746360186152,124,1894.4532871246338,
qwen2.5:1.5b-instruct-fp16,formal_logic,10,A,A,1,A,23.27394598117138,46.90507383505588,203,4859.27414894104,
qwen2.5:1.5b-instruct-fp16,formal_logic,11,B,D,0,D,10.166424366885922,80.09452876857677,186,3409.1312885284424,
qwen2.5:1.5b-instruct-fp16,formal_logic,12,D,B,0,B,25.473164021703134,59.8419473705361,137,2944.483757019043,
qwen2.5:1.5b-instruct-fp16,formal_logic,13,C,B,0,B,25.00562626590983,83.35649985197776,194,3038.036108016968,
qwen2.5:1.5b-instruct-fp16,formal_logic,14,D,B,0,B,25.533653355122052,80.81131080290815,186,3046.246290206909,
qwen2.5:1.5b-instruct-fp16,formal_logic,15,B,A,0,A,25.548331055273813,52.60681779744022,228,5157.681703567505,
qwen2.5:1.5b-instruct-fp16,formal_logic,16,D,B,0,B,25.62033229570988,113.83827640888799,143,1784.0592861175537,
qwen2.5:1.5b-instruct-fp16,formal_logic,17,D,D,1,D,25.535609407318503,70.03842602039933,162,3065.3233528137207,
qwen2.5:1.5b-instruct-fp16,formal_logic,18,B,B,1,B,25.431379779509935,60.09063234940003,138,3113.7535572052,
qwen2.5:1.5b-instruct-fp16,formal_logic,19,B,B,1,B,25.18955137409003,98.08327591709873,122,1785.7370376586914,
qwen2.5:1.5b-instruct-fp16,formal_logic,20,B,B,1,B,25.546046749265553,83.82107167174465,195,3020.1947689056396,
qwen2.5:1.5b-instruct-fp16,formal_logic,21,D,D,1,D,24.90132848587472,105.90693996410147,135,2021.8391418457031,
qwen2.5:1.5b-instruct-fp16,formal_logic,22,B,B,1,B,25.454360331924857,80.87993932283702,188,3086.996555328369,
qwen2.5:1.5b-instruct-fp16,formal_logic,23,C,B,0,B,15.06625385131114,85.7360723266042,198,3229.0847301483154,
qwen2.5:1.5b-instruct-fp16,formal_logic,24,D,D,1,D,16.627038890643966,68.67887064117376,158,2902.9858112335205,
qwen2.5:1.5b-instruct-fp16,formal_logic,25,A,B,0,B,25.482251611752414,82.11195403113513,190,2841.5539264678955,
qwen2.5:1.5b-instruct-fp16,formal_logic,26,D,C,0,C,25.46700113328155,114.59689756371706,146,2100.1429557800293,
qwen2.5:1.5b-instruct-fp16,formal_logic,27,A,A,1,A,25.46246196544744,105.4380674232839,133,2179.1563034057617,
qwen2.5:1.5b-instruct-fp16,formal_logic,28,A,A,1,A,25.405535866265257,98.95648035360449,126,1855.5691242218018,
qwen2.5:1.5b-instruct-fp16,formal_logic,29,A,B,0,B,25.67460011810316,80.58558861057014,186,2829.390048980713,
qwen2.5:1.5b-instruct-fp16,formal_logic,30,B,B,1,B,25.572831423895252,92.68964561370073,214,3066.023349761963,
qwen2.5:1.5b-instruct-fp16,formal_logic,31,A,B,0,B,25.1559669953713,85.52773699780009,194,2798.950433731079,
qwen2.5:1.5b-instruct-fp16,formal_logic,32,D,A,0,A,25.55551296303395,65.91809156716793,152,2943.7897205352783,
qwen2.5:1.5b-instruct-fp16,formal_logic,33,B,B,1,B,16.680706261103094,72.84894103934316,169,2954.054355621338,
qwen2.5:1.5b-instruct-fp16,formal_logic,34,D,B,0,B,25.5007713983348,99.3598838840653,125,1823.9831924438477,
qwen2.5:1.5b-instruct-fp16,formal_logic,35,C,A,0,A,25.616722596511,46.95474322315311,204,5222.958087921143,
qwen2.5:1.5b-instruct-fp16,formal_logic,36,B,B,1,B,13.901148929959062,83.46523435134972,193,2981.0123443603516,
qwen2.5:1.5b-instruct-fp16,formal_logic,37,D,D,1,D,25.671963648499474,64.09687936001461,146,2855.189085006714,
qwen2.5:1.5b-instruct-fp16,formal_logic,38,B,B,1,B,21.77273617975571,105.42651013492197,132,1793.182373046875,
qwen2.5:1.5b-instruct-fp16,formal_logic,39,D,D,1,D,18.80795200210649,46.10669134253968,201,5373.9800453186035,
qwen2.5:1.5b-instruct-fp16,formal_logic,40,A,A,1,A,25.193359030559545,55.86567875998341,244,4975.224494934082,
qwen2.5:1.5b-instruct-fp16,formal_logic,41,A,C,0,C,25.396825396825395,101.28760891362366,129,1849.0314483642578,
qwen2.5:1.5b-instruct-fp16,formal_logic,42,C,C,1,C,20.558787853868136,71.4532501861488,164,2841.1872386932373,
qwen2.5:1.5b-instruct-fp16,formal_logic,43,A,C,0,C,21.070375052675935,125.85116683695904,160,2275.9053707122803,
qwen2.5:1.5b-instruct-fp16,formal_logic,44,A,B,0,B,25.67295226114527,94.35542476604832,218,3322.601079940796,
qwen2.5:1.5b-instruct-fp16,formal_logic,45,A,A,1,A,17.56728269271309,68.31776581880573,158,3245.6235885620117,
qwen2.5:1.5b-instruct-fp16,formal_logic,46,D,D,1,D,25.583626479053407,67.59647434234081,155,2895.8706855773926,
qwen2.5:1.5b-instruct-fp16,formal_logic,47,A,A,1,A,25.129416494948984,62.229101108612575,273,4922.813415527344,
qwen2.5:1.5b-instruct-fp16,formal_logic,48,D,B,0,B,25.762572135201978,86.00468092481663,197,2823.3611583709717,
qwen2.5:1.5b-instruct-fp16,formal_logic,49,B,B,1,B,25.257627803596684,69.78821185098084,311,5210.29806137085,
qwen2.5:1.5b-instruct-fp16,formal_logic,50,B,B,1,B,24.01104508073714,109.71269688223744,137,1784.790277481079,
qwen2.5:1.5b-instruct-fp16,formal_logic,51,A,B,0,B,23.996064645398153,117.06722251336257,149,2201.6618251800537,
qwen2.5:1.5b-instruct-fp16,formal_logic,52,D,D,1,D,17.798661540652144,102.55294197773739,131,1980.9224605560303,
qwen2.5:1.5b-instruct-fp16,formal_logic,53,D,B,0,B,25.233409033560434,74.9037900011279,172,2829.197645187378,
qwen2.5:1.5b-instruct-fp16,formal_logic,54,B,D,0,D,23.87717580764547,75.97465096936145,172,2812.225341796875,
qwen2.5:1.5b-instruct-fp16,formal_logic,55,B,B,1,B,25.074282562090193,99.40681962592815,125,1855.3647994995117,
qwen2.5:1.5b-instruct-fp16,formal_logic,56,B,C,0,C,12.751849018107626,70.62436296388653,162,2900.2153873443604,
qwen2.5:1.5b-instruct-fp16,formal_logic,57,B,B,1,B,25.72314182454245,92.62152680094769,214,3094.8128700256348,
qwen2.5:1.5b-instruct-fp16,formal_logic,58,B,B,1,B,25.52485482738817,105.50494181925956,131,1770.1342105865479,
qwen2.5:1.5b-instruct-fp16,formal_logic,59,D,A,0,A,25.556819198282582,82.01412887613881,190,3009.2759132385254,
qwen2.5:1.5b-instruct-fp16,formal_logic,60,C,B,0,B,25.581663063915784,101.04896599702295,234,3015.9053802490234,
qwen2.5:1.5b-instruct-fp16,formal_logic,61,D,D,1,D,25.024711903004214,60.40766609347004,268,5152.753829956055,
qwen2.5:1.5b-instruct-fp16,formal_logic,62,D,B,0,B,25.485823510672187,147.0377976499948,181,1765.7923698425293,
qwen2.5:1.5b-instruct-fp16,formal_logic,63,A,A,1,A,24.982512241430996,92.20381298229687,117,1912.6577377319336,
qwen2.5:1.5b-instruct-fp16,formal_logic,64,D,C,0,C,25.42265158256006,88.22281554293524,110,1798.1250286102295,
qwen2.5:1.5b-instruct-fp16,formal_logic,65,D,C,0,C,25.44820653764426,114.16065012859382,140,1750.9465217590332,
qwen2.5:1.5b-instruct-fp16,formal_logic,66,D,D,1,D,25.5424579507286,100.16689223935313,127,1853.7037372589111,
qwen2.5:1.5b-instruct-fp16,formal_logic,67,A,B,0,B,25.657472738935212,81.1833845830582,187,2829.637289047241,
qwen2.5:1.5b-instruct-fp16,formal_logic,68,D,B,0,B,25.625912923147887,69.62064147588798,160,3103.1582355499268,
qwen2.5:1.5b-instruct-fp16,formal_logic,69,A,A,1,A,16.120971772178425,63.05934087393466,279,4995.924711227417,
qwen2.5:1.5b-instruct-fp16,formal_logic,70,D,D,1,D,25.18606203327079,66.96840782272177,297,4977.757692337036,
qwen2.5:1.5b-instruct-fp16,formal_logic,71,C,B,0,B,25.539848548698107,88.61238704662372,202,2816.75124168396,
qwen2.5:1.5b-instruct-fp16,formal_logic,72,A,C,0,C,20.621107765909183,83.26369655618775,194,3016.5631771087646,
qwen2.5:1.5b-instruct-fp16,formal_logic,73,A,B,0,B,25.531371672943127,82.52165210967259,189,2940.164089202881,
qwen2.5:1.5b-instruct-fp16,formal_logic,74,D,D,1,D,25.481602283151563,99.11590188784328,126,1928.5013675689697,
qwen2.5:1.5b-instruct-fp16,formal_logic,75,D,D,1,D,22.1997757822646,69.2883051734113,160,2892.474889755249,
qwen2.5:1.5b-instruct-fp16,formal_logic,76,C,C,1,C,25.57839137496643,66.4005983043384,152,2855.9422492980957,
qwen2.5:1.5b-instruct-fp16,formal_logic,77,B,A,0,A,25.434937430053925,47.92372754439281,208,5134.531497955322,
qwen2.5:1.5b-instruct-fp16,formal_logic,78,B,B,1,B,17.23528752768418,54.6351816770269,236,4908.087968826294,
qwen2.5:1.5b-instruct-fp16,formal_logic,79,C,B,0,B,25.675588933821167,109.56725629503018,140,2113.5377883911133,
qwen2.5:1.5b-instruct-fp16,formal_logic,80,D,A,0,A,25.56008537068514,81.18364001253545,186,2847.461938858032,
qwen2.5:1.5b-instruct-fp16,formal_logic,81,A,B,0,B,13.509679685494657,87.58043426692316,199,2883.2573890686035,
qwen2.5:1.5b-instruct-fp16,formal_logic,82,B,B,1,B,25.278697641497512,83.82570130569333,194,3023.4503746032715,
qwen2.5:1.5b-instruct-fp16,formal_logic,83,A,A,1,A,24.79420807299415,56.06293017959438,244,5102.059364318848,
qwen2.5:1.5b-instruct-fp16,formal_logic,84,D,C,0,C,25.041945258307663,60.94642465589901,266,4915.117025375366,
qwen2.5:1.5b-instruct-fp16,formal_logic,85,B,B,1,B,25.50337282105558,114.7610861551289,147,2058.924674987793,
qwen2.5:1.5b-instruct-fp16,formal_logic,86,C,C,1,C,25.539522410930914,68.90900043133544,158,3113.209009170532,
qwen2.5:1.5b-instruct-fp16,formal_logic,87,D,D,1,D,25.67690747326392,85.97197834548231,198,3248.281240463257,
qwen2.5:1.5b-instruct-fp16,formal_logic,88,A,A,1,A,25.57610169058032,53.53220662972255,233,5036.468744277954,
qwen2.5:1.5b-instruct-fp16,formal_logic,89,A,C,0,C,25.484524522483724,75.60152896532179,175,3044.6457862854004,
qwen2.5:1.5b-instruct-fp16,formal_logic,90,D,B,0,B,24.789291026276647,85.14738534535302,196,3095.363140106201,
qwen2.5:1.5b-instruct-fp16,formal_logic,91,A,D,0,D,25.77917558196489,64.23132365027922,147,3117.121696472168,
qwen2.5:1.5b-instruct-fp16,formal_logic,92,C,D,0,D,25.43040968390001,65.52919631498749,150,2828.687906265259,
qwen2.5:1.5b-instruct-fp16,formal_logic,93,A,A,1,A,25.650891368475055,64.68634874360059,146,2793.834447860718,
qwen2.5:1.5b-instruct-fp16,formal_logic,94,C,C,1,C,25.24551261013355,61.69795375694917,142,2915.60959815979,
qwen2.5:1.5b-instruct-fp16,formal_logic,95,D,B,0,B,25.61508216037603,87.89548617517136,202,2836.986541748047,
qwen2.5:1.5b-instruct-fp16,formal_logic,96,D,C,0,C,25.435584382551188,106.93673951526398,130,1766.1116123199463,
qwen2.5:1.5b-instruct-fp16,formal_logic,97,D,B,0,B,25.64036819568729,54.75515282644266,239,4982.836008071899,
qwen2.5:1.5b-instruct-fp16,formal_logic,98,D,D,1,D,25.466676853337407,47.49811154851186,207,4965.61074256897,
qwen2.5:1.5b-instruct-fp16,formal_logic,99,C,C,1,C,25.35432671585406,131.84463992679483,168,1829.3876647949219,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,0,B,A,0,A,25.59672361937672,55.484810519372076,243,4922.114849090576,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,1,C,A,0,A,25.328639092221575,87.01823491162838,199,2822.4844932556152,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,2,D,A,0,A,25.38747635791264,68.8266995649633,159,2956.9809436798096,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,3,D,A,0,A,25.40456774127988,82.60909073912961,190,2912.205457687378,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,4,D,D,1,D,25.51996937603675,62.37431794561837,142,2829.6942710876465,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,5,D,D,1,D,14.055702749998243,71.81845899444791,322,5400.9528160095215,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,6,D,D,1,D,25.706610454878472,45.93526036751902,199,5000.242710113525,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,7,D,D,1,D,25.159448001710846,58.46747865937029,257,5145.6122398376465,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,8,C,C,1,C,25.40844068399522,65.09488899562105,148,2815.0088787078857,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,9,D,D,1,D,25.412960609911053,75.5675772775636,175,3012.42733001709,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,10,A,A,1,A,14.070535594937422,65.93213067921806,152,3073.646068572998,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,11,C,B,0,B,25.651549353580958,79.5871503085516,184,2964.9388790130615,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,12,D,A,0,A,25.644313373509423,81.81885478711729,189,3052.4990558624268,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,13,C,C,1,C,25.4397903761273,67.94224556180517,154,2799.2184162139893,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,14,D,D,1,D,25.005938910491242,79.58288189511063,184,2907.3331356048584,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,15,D,A,0,A,21.69526826199206,62.8002089851399,144,2838.6659622192383,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,16,B,D,0,D,25.490371012350085,81.86825071677808,190,3275.5870819091797,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,17,D,A,0,A,24.839783397088777,61.26218346242565,141,2928.6882877349854,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,18,D,B,0,B,25.3613999492772,50.96685977956026,221,4869.28653717041,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,19,D,D,1,D,25.270393207318303,75.50917997462028,175,3267.9877281188965,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,20,D,D,1,D,25.625584583648312,74.71882184398278,173,3007.9851150512695,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,21,D,C,0,C,25.477707006369428,79.50160657706047,185,3012.331008911133,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,22,C,D,0,D,16.40850616959832,62.18767544643575,143,3049.5824813842773,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,23,B,A,0,A,25.545067886017907,70.63848523352303,163,3067.9235458374023,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,24,A,A,1,A,25.57315841292979,51.12651427908519,223,5197.111368179321,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,25,D,B,0,B,25.55028935702697,48.15488813390177,210,4897.234916687012,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,26,A,A,1,A,25.307806192820177,70.35240436988934,161,2826.8518447875977,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,27,A,A,1,A,24.492395111317936,51.616899372854675,224,5085.983753204346,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,28,D,A,0,A,25.52094631668942,55.79041064278161,242,4871.310710906982,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,29,D,A,0,A,25.68845047266749,46.58362175206075,202,5053.809881210327,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,30,D,C,0,C,25.300122705595122,65.42816324933797,291,5205.054521560669,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,31,D,A,0,A,25.56041203384199,63.00226808165094,144,2812.3209476470947,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,32,D,D,1,D,25.525832142127832,63.940927282636736,147,3053.0714988708496,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,33,D,B,0,B,25.327035343877824,58.8179506914073,258,4922.2412109375,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,34,A,D,0,D,20.35374814272048,50.94503031229304,221,5108.488321304321,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,35,D,D,1,D,25.420066600574494,79.05210051798565,183,3104.6221256256104,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,36,C,C,1,C,25.358827407820666,56.49993727353903,245,4863.952875137329,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,37,A,A,1,A,15.731680458106535,70.12468168403421,315,5368.548631668091,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,38,A,B,0,B,22.414739932979927,84.7224008178077,197,3003.6420822143555,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,39,B,B,1,B,25.6647161482394,46.474784093568005,202,5276.4036655426025,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,40,D,D,1,D,25.15818206976364,72.70346303573092,167,2829.087018966675,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,41,D,C,0,C,25.524203325803693,78.57650458895422,182,3106.9517135620117,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,42,A,A,1,A,24.731355649259914,49.94701473367883,217,4870.400905609131,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,43,A,B,0,B,21.664012825095593,103.89228947360198,133,2078.8486003875732,
qwen2.5:1.5b-instruct-fp16,high_school_statistics,44,A,B,0,B,15.272421824290788,83.66473865924468,195,3321.5577602386475,
